"INCIDENT_KEY","OCCUR_DATE","OCCUR_TIME","BORO","LOC_OF_OCCUR_DESC","PRECINCT","JURISDICTION_CODE","LOC_CLASSFCTN_DESC","LOCATION_DESC","X_COORD_CD","Y_COORD_CD","Latitude","Longitude"
"64804438","08/16/2009","04:57:00","MANHATTAN","OUTSIDE","9","0","STREET","PHOTO/COPY STORE","990725","204176","40.72709024","-73.97663873"
"65010708","08/23/2009","04:29:00","MANHATTAN","OUTSIDE","9","0","STREET",,"989627","205266","40.730091","-73.980598"
"50703403","09/01/2008","04:15:00","MANHATTAN","OUTSIDE","9","0","STREET","BAR/NIGHT CLUB","987125","202964","40.723775","-73.989626"
"51338335","09/14/2008","00:45:00","MANHATTAN","INSIDE","9","2","HOUSING","MULTI DWELL - PUBLIC HOUS","990831","202826","40.723393","-73.976257"
"140168265","12/12/2014","23:20:00","MANHATTAN","OUTSIDE","9","2","HOUSING","MULTI DWELL - PUBLIC HOUS","990655","202503","40.72249831","-73.97689287"
"84702000","05/12/2012","01:02:00","MANHATTAN","OUTSIDE","9","2","HOUSING","MULTI DWELL - PUBLIC HOUS","990950","202338","40.722046","-73.975828"
"84775389","05/16/2012","23:08:00","MANHATTAN","OUTSIDE","9","0","STREET","GROCERY/BODEGA","990712","202608","40.722788","-73.976685"
"217881671","09/15/2020","00:09:00","MANHATTAN","OUTSIDE","9","2","HOUSING","MULTI DWELL - PUBLIC HOUS","990831","202826","40.723393","-73.976257"
"153655025","06/03/2016","01:52:00","MANHATTAN","OUTSIDE","9","2","HOUSING","MULTI DWELL - PUBLIC HOUS","990950","202338","40.722055","-73.975829"
"290044412","07/12/2024","09:40:00","MANHATTAN","INSIDE","9","0","PLAYGROUND",,"988814","203798","40.72605391","-73.98353371"
"297743560","12/09/2024","01:00:00","MANHATTAN","INSIDE","10","0","COMMERCIAL","BAR/NIGHT CLUB","985110","216247","40.760233","-73.996895"
"81701068","11/15/2011","02:23:00","MANHATTAN","INSIDE","10","0","COMMERCIAL","BAR/NIGHT CLUB","982459","211420","40.746976","-74.006463"
"203676931","10/11/2019","22:15:00","MANHATTAN","OUTSIDE","10","2","HOUSING","MULTI DWELL - PUBLIC HOUS","983737","212230","40.749208","-74.00185"
"204154391","10/23/2019","15:16:00","MANHATTAN","INSIDE","10","2","HOUSING","MULTI DWELL - PUBLIC HOUS","982756","210139","40.74347","-74.005392"
"289703524","07/05/2024","16:53:00","MANHATTAN","OUTSIDE","13","0","DWELLING","MULTI DWELL - APT BUILD","989738","209197","40.740881","-73.980196"
"137109371","06/06/2014","08:30:00","MANHATTAN","INSIDE","13","2","HOUSING","MULTI DWELL - PUBLIC HOUS","985696","211733","40.747846","-73.994779"
"147843406","11/17/2015","01:52:00","MANHATTAN","OUTSIDE","13","0","STREET",,"987125","210942","40.745672","-73.989623"
"228258633","05/15/2021","23:25:00","MANHATTAN","INSIDE","14","0","COMMERCIAL","GROCERY/BODEGA","986382","213900","40.753783","-73.992304"
"147654906","11/09/2015","06:14:00","MANHATTAN","INSIDE","14","1","TRANSIT",,"986195","213562","40.75285463","-73.99297988"
"242289684","03/18/2022","04:15:00","MANHATTAN","OUTSIDE","17","0","STREET",,"992128","214767","40.756161","-73.971561"
"310357834","07/28/2025","18:28:00","MANHATTAN","INSIDE","18","0","COMMERCIAL",,"991647","215481","40.758128","-73.973298"
"273301858","08/22/2023","04:05:00","MANHATTAN","INSIDE","19","0","HOUSING","MULTI DWELL - PUBLIC HOUS","999359","224279","40.782267","-73.945443"
"232632359","08/23/2021","09:30:00","MANHATTAN","INSIDE","19","0","COMMERCIAL","COMMERCIAL BLDG","999095","224574","40.783069","-73.946395"
"265124475","03/14/2023","09:49:00","MANHATTAN","OUTSIDE","20","0","STREET","COMMERCIAL BLDG","988755","221899","40.775738","-73.983734"
"50821744","09/05/2008","02:06:00","MANHATTAN","OUTSIDE","20","2","HOUSING","MULTI DWELL - PUBLIC HOUS","988187","220870","40.772923","-73.985787"
"147117756","10/22/2015","12:26:00","MANHATTAN","OUTSIDE","20","2","HOUSING","MULTI DWELL - PUBLIC HOUS","987917","221312","40.774136","-73.98676"
"298461889","12/25/2024","05:55:00","MANHATTAN","OUTSIDE","23","2","HOUSING","MULTI DWELL - PUBLIC HOUS","999602","230361","40.798959","-73.944552"
"38285830","01/24/2008","15:04:00","MANHATTAN","OUTSIDE","23","0","STREET","MULTI DWELL - APT BUILD","999483","228041","40.792592","-73.944985"
"38453950","01/27/2008","21:26:00","MANHATTAN","OUTSIDE","23","0","STREET",,"1000577","228029","40.79254789","-73.94103559"
"33413513","07/29/2007","00:35:00","MANHATTAN","OUTSIDE","23","0","STREET","MULTI DWELL - APT BUILD","1000518","227146","40.790133","-73.941252"
"34578685","09/23/2007","16:26:00","MANHATTAN","INSIDE","23","0","DWELLING","MULTI DWELL - APT BUILD","1001171","227549","40.79124","-73.938892"
"29388844","06/03/2007","21:40:00","MANHATTAN","OUTSIDE","23","0","STREET",,"999706","228966","40.79513","-73.944179"
"29129302","05/20/2007","00:15:00","MANHATTAN","INSIDE","23","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1001245","228856","40.794825","-73.938619"
"16895010","06/20/2006","16:40:00","MANHATTAN","OUTSIDE","23","2","HOUSING","MULTI DWELL - PUBLIC HOUS","998191","227814","40.791962","-73.949653"
"10879209","03/31/2006","01:13:00","MANHATTAN","OUTSIDE","23","0","STREET","RESTAURANT/DINER","996856","226457","40.78825","-73.954477"
"68613631","12/07/2009","17:23:00","MANHATTAN","OUTSIDE","23","0","STREET",,"1001301","227783","40.791881","-73.938423"
"72164105","04/11/2010","15:08:00","MANHATTAN","OUTSIDE","23","0","STREET",,"998958","227092","40.78999","-73.946884"
"71863154","03/22/2010","11:12:00","MANHATTAN","OUTSIDE","23","0","STREET",,"999547","229203","40.795775","-73.944753"
"71490047","02/24/2010","17:10:00","MANHATTAN","INSIDE","23","0","STREET","GROCERY/BODEGA","998810","229459","40.796485","-73.947412"
"59660235","03/17/2009","15:53:00","MANHATTAN","OUTSIDE","23","0","STREET",,"1002495","228475","40.79376829","-73.93410759"
"57938888","02/17/2009","18:30:00","MANHATTAN","OUTSIDE","23","0","STREET","TELECOMM. STORE","998958","227092","40.78999","-73.946884"
"47851708","06/28/2008","07:50:00","MANHATTAN","OUTSIDE","23","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1001038","226536","40.788459","-73.939373"
"90884669","05/29/2013","17:52:00","MANHATTAN","OUTSIDE","23","0","STREET",,"1001491","228127","40.79281514","-73.93773446"
"86641731","09/07/2012","23:37:00","MANHATTAN","OUTSIDE","23","0","STREET",,"1000344","229070","40.79540558","-73.94187457"
"84782384","05/16/2012","16:31:00","MANHATTAN","OUTSIDE","23","2","HOUSING","MULTI DWELL - PUBLIC HOUS","998746","230395","40.799054","-73.947644"
"82122313","12/10/2011","07:18:00","MANHATTAN","OUTSIDE","23","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1001932","228925","40.795013","-73.936138"
"80444827","08/25/2011","02:12:00","MANHATTAN","OUTSIDE","23","2","HOUSING","MULTI DWELL - PUBLIC HOUS","999192","230148","40.798369","-73.94603"
"81232260","10/17/2011","11:46:00","MANHATTAN","OUTSIDE","23","2","HOUSING","MULTI DWELL - PUBLIC HOUS","998430","228773","40.794604","-73.948786"
"74666623","09/17/2010","22:15:00","MANHATTAN","OUTSIDE","23","2","HOUSING","MULTI DWELL - PUBLIC HOUS","999614","227020","40.789789","-73.944516"
"148705834","12/19/2015","01:25:00","MANHATTAN","OUTSIDE","23","2","HOUSING","MULTI DWELL - PUBLIC HOUS","999229","229689","40.797116","-73.945899"
"153084520","05/15/2016","01:47:00","MANHATTAN","OUTSIDE","23","0","STREET",,"998402","229239","40.795884","-73.948888"
"149020841","01/02/2016","19:45:00","MANHATTAN","OUTSIDE","23","0","STREET",,"999210","227548","40.79124","-73.945972"
"138302830","08/19/2014","13:05:00","MANHATTAN","INSIDE","23","0","HOUSING","MULTI DWELL - PUBLIC HOUS","1000644","225855","40.786591","-73.940799"
"138477082","08/31/2014","01:54:00","MANHATTAN","OUTSIDE","23","2","HOUSING",,"1000531","229408","40.796342","-73.941199"
"225439057","03/08/2021","13:00:00","MANHATTAN","OUTSIDE","23","2","HOUSING","MULTI DWELL - PUBLIC HOUS","998191","227814","40.791962","-73.949653"
"206570260","12/16/2019","12:37:00","MANHATTAN","OUTSIDE","23","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1001932","228925","40.795013","-73.936138"
"317949515","12/24/2025","12:59:00","MANHATTAN","INSIDE","23","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1000644","225855","40.786591","-73.940799"
"287671761","05/29/2024","18:10:00","MANHATTAN","OUTSIDE","24","0","STREET",,"993014","231921","40.80325","-73.968345"
"33413512","07/28/2007","22:37:00","MANHATTAN","OUTSIDE","24","0","STREET",,"994001","230434","40.799161","-73.96478"
"29277327","05/27/2007","01:30:00","MANHATTAN","OUTSIDE","24","2","HOUSING","MULTI DWELL - PUBLIC HOUS","992205","227195","40.79028","-73.971272"
"72744253","05/16/2010","19:00:00","MANHATTAN","OUTSIDE","24","2","HOUSING","MULTI DWELL - PUBLIC HOUS","993118","226988","40.78971","-73.967973"
"141546979","03/22/2015","01:12:00","MANHATTAN","OUTSIDE","24","0","STREET",,"994328","230099","40.798247","-73.963601"
"316084561","11/14/2025","00:26:00","MANHATTAN","OUTSIDE","24","0","STREET",,"991558","226956","40.78961486","-73.97360857"
"298949944","01/05/2025","19:43:00","MANHATTAN","OUTSIDE","24","0","STREET",,"991875","227527","40.791193","-73.972463"
"256484815","12/16/2022","21:49:00","MANHATTAN","OUTSIDE","25","0","STREET","MULTI DWELL - APT BUILD","1000455","230842","40.800269","-73.941469"
"24717009","10/08/2006","00:17:00","MANHATTAN","OUTSIDE","25","0","STREET",,"1001479","229653","40.79700362","-73.93777389"
"24814495","10/15/2006","04:40:00","MANHATTAN","OUTSIDE","25","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1001577","234452","40.81017536","-73.93740755"
"37781236","01/17/2008","20:26:00","MANHATTAN","OUTSIDE","25","0","STREET","GROCERY/BODEGA","999336","231461","40.80197","-73.94550971"
"80275822","08/13/2011","01:25:00","MANHATTAN","OUTSIDE","25","0","STREET","COMMERCIAL BLDG","1002202","229412","40.796351","-73.935163"
"80084964","08/01/2011","16:10:00","MANHATTAN","OUTSIDE","25","0","STREET","MULTI DWELL - APT BUILD","1001561","230531","40.799422","-73.937474"
"171254026","11/04/2017","00:25:00","MANHATTAN","OUTSIDE","25","0","STREET",,"1002837","229820","40.797468","-73.932868"
"159900577","01/03/2017","17:57:00","MANHATTAN","OUTSIDE","25","0","PLAYGROUND",,"999588","231918","40.80322391","-73.94459845"
"155509200","08/04/2016","18:50:00","MANHATTAN","OUTSIDE","25","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1002844","230571","40.79953","-73.932839"
"147237489","10/24/2015","23:25:00","MANHATTAN","OUTSIDE","25","0","STREET",,"1002334","229650","40.797004","-73.934686"
"203348698","10/05/2019","21:50:00","MANHATTAN","OUTSIDE","25","0","STREET",,"999296","230861","40.800334","-73.945656"
"251277230","09/18/2022","19:35:00","MANHATTAN","OUTSIDE","25","0","STREET",,"1001167","229824","40.797475","-73.938898"
"236650847","11/20/2021","15:01:00","MANHATTAN","INSIDE","25","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1002815","231286","40.801483","-73.932942"
"231133996","07/20/2021","15:55:00","MANHATTAN","OUTSIDE","25","0","STREET",,"1001711","232583","40.80504521","-73.93692835"
"226705490","04/08/2021","19:08:00","MANHATTAN","OUTSIDE","25","0","STREET",,"1001575","232339","40.80437576","-73.93742023"
"227950660","05/07/2021","20:57:00","MANHATTAN","OUTSIDE","25","0","STREET",,"1001980","236230","40.815057","-73.935946"
"218513676","09/29/2020","01:20:00","MANHATTAN","OUTSIDE","25","0","STREET",,"1000635","230119","40.798285","-73.94082"
"290609663","07/24/2024","20:28:00","MANHATTAN","OUTSIDE","25","0","STREET",,"1000190","230366","40.798973","-73.942428"
"269121985","05/31/2023","19:37:00","MANHATTAN","OUTSIDE","25","0","STREET",,"1001666","229217","40.795807","-73.937099"
"262395464","01/23/2023","11:50:00","MANHATTAN","OUTSIDE","25","0","STREET",,"1001768","233740","40.80822074","-73.93671944"
"309560883","07/13/2025","14:24:00","MANHATTAN","OUTSIDE","26","2","HOUSING","MULTI DWELL - PUBLIC HOUS","996894","236589","40.816058","-73.95432"
"25932836","12/25/2006","19:46:00","MANHATTAN","OUTSIDE","26","2","HOUSING","MULTI DWELL - PUBLIC HOUS","996569","237212","40.81777","-73.955494"
"10137428","01/14/2006","02:00:00","MANHATTAN","OUTSIDE","26","0","STREET","GROCERY/BODEGA","997083","236928","40.816989","-73.953638"
"88342733","12/30/2012","23:34:00","MANHATTAN","OUTSIDE","26","0","STREET","GROCERY/BODEGA","996434","235757","40.813767","-73.955983"
"88430221","01/06/2013","03:23:00","MANHATTAN","OUTSIDE","26","0","STREET",,"997674","235117","40.81200739","-73.95150551"
"165264180","05/28/2017","21:40:00","MANHATTAN","OUTSIDE","26","0","PLAYGROUND",,"998641","236979","40.81711654","-73.94800821"
"251216079","09/16/2022","13:43:00","MANHATTAN","OUTSIDE","26","2","HOUSING","MULTI DWELL - PUBLIC HOUS","995804","235548","40.813196","-73.958257"
"238104587","12/20/2021","17:07:00","MANHATTAN","OUTSIDE","26","0",,,"998641","236979","40.81711654","-73.94800821"
"217368138","09/02/2020","02:55:00","MANHATTAN","OUTSIDE","26","2","HOUSING","MULTI DWELL - PUBLIC HOUS","995545","236005","40.814458","-73.959196"
"215816859","07/27/2020","03:08:00","MANHATTAN","OUTSIDE","26","0","STREET",,"996240","235791","40.813868","-73.956685"
"276800911","11/01/2023","03:58:00","MANHATTAN","OUTSIDE","28","0","TRANSIT",,"997407","233806",,
"51559656","09/21/2008","20:07:00","MANHATTAN","OUTSIDE","28","0","STREET",,"999477","233821","40.80844731","-73.94499507"
"46174940","05/04/2008","19:00:00","MANHATTAN","OUTSIDE","28","0","STREET",,"997374","234664","40.81076448","-73.95259015"
"26530375","01/27/2007","21:36:00","MANHATTAN","OUTSIDE","28","2","HOUSING","MULTI DWELL - PUBLIC HOUS","997853","230889","40.800413","-73.950866"
"212640532","05/02/2020","21:55:00","MANHATTAN","OUTSIDE","28","0","STREET",,"996204","232575","40.80503242","-73.95682044"
"80682808","09/11/2011","00:40:00","MANHATTAN","OUTSIDE","28","0","STREET",,"998050","232173","40.803929","-73.95015"
"71024336","01/29/2010","20:20:00","MANHATTAN","OUTSIDE","28","0","STREET",,"998304","232631","40.805194","-73.949235"
"52100732","10/11/2008","03:48:00","MANHATTAN","INSIDE","28","0","STREET","MULTI DWELL - APT BUILD","996403","232935","40.80603","-73.956099"
"95358497","03/13/2014","21:32:00","MANHATTAN","OUTSIDE","28","0","STREET","MULTI DWELL - APT BUILD","996652","234292","40.809755","-73.9552"
"202578454","09/18/2019","00:30:00","MANHATTAN","OUTSIDE","28","0","STREET",,"997405","230838","40.800273","-73.952484"
"206526479","12/15/2019","20:00:00","MANHATTAN","OUTSIDE","28","0","STREET",,"997328","232575","40.80503083","-73.95276039"
"187867631","09/20/2018","13:29:00","MANHATTAN","OUTSIDE","28","0","STREET",,"998887","232756","40.805534","-73.947127"
"154290388","06/23/2016","21:20:00","MANHATTAN","OUTSIDE","28","0","STREET",,"996736","231658","40.802524","-73.9549"
"220116256","11/04/2020","09:14:00","MANHATTAN","OUTSIDE","28","0","STREET",,"997670","230545","40.79945852","-73.95152909"
"315796043","11/09/2025","07:39:00","MANHATTAN","OUTSIDE","28","0","STREET",,"997786","231697","40.802629","-73.951106"
"289173685","06/26/2024","23:37:00","MANHATTAN","OUTSIDE","28","0","HOUSING","MULTI DWELL - PUBLIC HOUS","997345","232114","40.803776","-73.9527"
"32155719","06/09/2007","03:00:00","MANHATTAN","OUTSIDE","30","0","STREET",,"997638","239786","40.824824","-73.951624"
"222286863","12/25/2020","23:55:00","MANHATTAN","OUTSIDE","30","0","STREET","MULTI DWELL - APT BUILD","997607","240248","40.826092","-73.951737"
"296248355","11/09/2024","11:44:00","MANHATTAN","OUTSIDE","30","0","STREET",,"998221","239909","40.825169","-73.949521"
"270719379","07/01/2023","18:42:00","MANHATTAN","INSIDE","30","0","PLAYGROUND",,"997626","240713","40.827369","-73.951665"
"109659981","04/20/2014","04:40:00","MANHATTAN","OUTSIDE","30","0","STREET",,"998618","240626","40.827137","-73.948085"
"89770223","03/24/2013","04:43:00","MANHATTAN","OUTSIDE","30","0","STREET",,"996897","239156","40.823096","-73.954301"
"85643659","07/07/2012","04:54:00","MANHATTAN","OUTSIDE","30","0","STREET",,"999792","239359","40.82364702","-73.94384436"
"64529968","08/08/2009","23:56:00","MANHATTAN","OUTSIDE","30","0","STREET","MULTI DWELL - APT BUILD","1000365","240994","40.828143","-73.94177"
"298034553","12/14/2024","23:00:00","MANHATTAN","INSIDE","32","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1001767","241659","40.829965","-73.9367"
"10187502","01/19/2006","21:27:00","MANHATTAN","OUTSIDE","32","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1000535","237587","40.818792","-73.941162"
"10411018","02/13/2006","11:10:00","MANHATTAN","OUTSIDE","32","0","STREET","NONE","999433","236538","40.81591307653","-73.94514930665"
"10333320","02/03/2006","00:59:00","MANHATTAN","INSIDE","32","0","DWELLING","NONE","1000828","240292","40.826216","-73.9401"
"48480866","07/20/2008","03:30:00","MANHATTAN","OUTSIDE","32","0","STREET",,"1001447","237377","40.818206","-73.937866"
"45926430","04/24/2008","04:05:00","MANHATTAN","OUTSIDE","32","0","STREET",,"1000078","237692","40.819072","-73.942811"
"38434867","01/26/2008","05:16:00","MANHATTAN","OUTSIDE","32","0","STREET",,"999759","238463","40.821198","-73.943964"
"34911951","10/08/2007","17:10:00","MANHATTAN","OUTSIDE","32","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1000000","238478","40.821238","-73.943094"
"33413504","07/28/2007","01:28:00","MANHATTAN","OUTSIDE","32","0","STREET",,"999899","238684","40.821805","-73.943459"
"27126161","02/28/2007","01:59:00","MANHATTAN","OUTSIDE","32","0","COMMERCIAL","GROCERY/BODEGA","1000535","237587","40.818784","-73.941161"
"32155729","06/09/2007","23:16:00","MANHATTAN","OUTSIDE","32","0","STREET",,"999666","234161","40.809382","-73.944311"
"52490464","10/25/2008","11:10:00","MANHATTAN","INSIDE","32","0","DWELLING","MULTI DWELL - APT BUILD","1001436","239215","40.823258","-73.937903"
"52661602","10/31/2008","23:23:00","MANHATTAN","INSIDE","32","0","DWELLING","MULTI DWELL - APT BUILD","1000552","234711","40.810897","-73.941109"
"50821748","09/05/2008","19:28:00","MANHATTAN","OUTSIDE","32","0","STREET",,"1000977","238383","40.82096601","-73.93956521"
"79893131","07/19/2011","20:03:00","MANHATTAN","OUTSIDE","32","0","PLAYGROUND",,"1001390","239982","40.825355","-73.938068"
"74568515","09/12/2010","00:21:00","MANHATTAN","OUTSIDE","32","0","STREET",,"999634","235961","40.81433","-73.944422"
"73524884","07/05/2010","02:30:00","MANHATTAN","OUTSIDE","32","0","STREET",,"1001262","237041","40.81728205","-73.9385389"
"72294290","04/19/2010","13:56:00","MANHATTAN","OUTSIDE","32","0","STREET",,"999792","234388","40.810014","-73.943856"
"71127745","02/04/2010","12:27:00","MANHATTAN","OUTSIDE","32","0","STREET",,"1001343","240901","40.8278765","-73.93823643"
"87531795","11/03/2012","22:05:00","MANHATTAN","OUTSIDE","32","0","STREET","GROCERY/BODEGA","999433","236538","40.81591307653","-73.94514930665"
"92393426","09/01/2013","03:43:00","MANHATTAN","OUTSIDE","32","0","STREET",,"999899","238684","40.821805","-73.943459"
"91428019","07/02/2013","01:13:00","MANHATTAN","INSIDE","32","0","COMMERCIAL","RESTAURANT/DINER","1001179","238750","40.821982","-73.938833"
"89691787","03/18/2013","22:30:00","MANHATTAN","OUTSIDE","32","0","VEHICLE",,"1001131","234700","40.81085692","-73.93901807"
"88442130","01/06/2013","19:13:00","MANHATTAN","OUTSIDE","32","0","STREET",,"999899","238684","40.821805","-73.943459"
"143187176","05/26/2015","00:05:00","MANHATTAN","OUTSIDE","32","0","STREET",,"999792","234388","40.810014","-73.943856"
"140340267","12/24/2014","16:30:00","MANHATTAN","OUTSIDE","32","0","STREET",,"998311","236106","40.814731","-73.949202"
"137696446","07/12/2014","02:59:00","MANHATTAN","OUTSIDE","32","0","STREET",,"1001244","237937","40.81975","-73.938601"
"152238782","04/18/2016","16:20:00","MANHATTAN","OUTSIDE","32","0","STREET",,"1000301","234255","40.809646","-73.942016"
